product_name,packaging,main_category,nutrition_grade_fr,nutrition_score,fat_g,carbohydrates_g,proteins_g,additives_n,ingredients_from_palm_oil_n,fp_lat,fp_lon,contains_additives
Pains au chocolat,"plastique,sachet",sugary-snacks,d,18,22.0,47.0,6.9,5,1,47.0,-0.95,1
Galettes Bretonnes,"carton,plastique",sugary-snacks,e,22,20.0,69.0,6.5,3,0,47.63,-2.67,1
"Pâtes d'Alsace IGP, Corolles (7 œufs frais au kilo)",sachet plastique,plant-based-foods-and-beverages,b,0,4.6,64.0,15.0,0,0,47.82,7.33,0
Galettes bretonnes,"plastique,carton",sugary-snacks,e,23,20.0,69.0,6.5,3,0,43.7,-0.27,1
Huile d'olive vierge extra Bio Carrefour,"bouteille,verre,bouchon métallique",plant-based-foods-and-beverages,d,11,92.0,0.0,0.0,0,0,44.37,5.13,0
Napolitaine aux légumes cuisinés,"pot,verre",groceries,b,1,1.6,6.9,1.7,1,0,47.63,-2.67,1
Jambon de Bayonne,"frais,sous atmosphère protectrice",meats,d,18,13.0,0.5,30.0,1,0,43.27,0.05,1
Cocktail Mix,"sachet,sachet à jeter,en:green dot",plant-based-foods-and-beverages,d,12,58.0,5.6,25.0,0,0,47.63,-2.67,0
Coktail fruits,plastique,salty-snacks,d,16,6.8,72.0,2.0,2,0,47.63,-2.67,1
Chorizo fort,"barquette,plastique",meats,e,21,21.0,5.0,23.0,3,0,45.58,5.6,1
Jus Multifruits,"bouteille,plastique",fruit-juices,c,4,0.5,11.0,0.5,1,0,47.63,-2.67,1
Châtaignes,"bocal,verre,couvercle,métal",plant-based-foods-and-beverages,a,-9,1.5,30.0,2.5,0,0,47.78,-3.42,0
Orange d'Espagne 100% pur fruit pressé avec pulpe,"bouteille,plastique",fruit-juices,c,2,0.0,9.3,0.7,0,0,47.63,-2.67,0
Chai Latte,"carton,boîte,stick,plastique",beverages,e,32,11.7,69.7,8.0,3,0,45.05,3.87,1
2 yaourts au lait de brebis,"frais,carton,pots,verre",fresh-foods,b,2,6.6,4.0,5.4,0,0,44.72,-0.52,0
Jambon de Bayonne,"plastique,frais",meats,d,18,15.0,1.0,27.0,1,0,47.63,-2.67,1
Jus d'orange 100% pur jus pulpé,"bouteille,plastique",fruit-juices,c,2,0.5,9.4,0.7,0,0,47.63,-2.67,0
Filets de thon au naturel,"sachet,plastique",canned-foods,a,-1,1.0,0.01,28.0,0,0,47.63,-2.67,0
Crackers Emmental ,"carton,étui à recycler,sachet à jeter,point vert",salty-snacks,d,15,29.0,49.0,14.0,3,0,46.82,-1.35,1
Crackers extra fin,"carton,aluminium,boîte,boîte:carton,sachet,sachet:aluminium",salty-snacks,d,12,27.0,55.0,9.5,3,0,46.82,-1.35,1
Crackers Goût Pizza,"carton,plastique,triman,sachet à jeter,étui à jeter",salty-snacks,d,12,29.0,53.0,10.0,4,0,46.82,-1.35,1
Crackers au sésame & au pavot,"carton,sachet",salty-snacks,c,10,23.0,60.0,9.3,3,0,46.82,-1.35,1
Apéro Club,"barquette,plastique",salty-snacks,d,13,25.0,60.0,8.1,2,0,46.82,-1.35,1
Flûtes Sticks,"boîte,plastique",plant-based-foods-and-beverages,c,10,24.0,52.0,15.0,1,0,47.2,6.02,1
Flûtes feuilletées Gruyère Epinards,carton,salty-snacks,e,20,22.0,55.0,13.0,1,0,47.63,-2.67,1
Mini-Flûtes,"boîte,carton,plastique,sachet",sugary-snacks,e,20,26.0,51.0,14.0,0,0,47.2,6.02,0
Tuiles saveur barbecue,carton,salty-snacks,c,9,27.0,60.0,4.2,4,0,47.63,-2.67,1
Biscuits au fromage,"boîte,carton",salty-snacks,e,21,18.0,59.0,13.0,5,1,47.63,-2.67,1
Jambon de Paris réduit en sel de 25 %,"frais,barquette,plastique,opercule,film plastique,sous atmosphère protectrice,frais",fresh-foods,b,2,3.0,1.9,19.0,3,0,45.8,1.33,1
Jambon supérieur sans couenne (-25% de sel),"frais,barquette,plastique,frais",meats,b,2,2.5,0.0,21.0,3,0,49.02,2.47,1
Jambon Supérieur réduit en sel de 25 %,"frais,barquette,plastique,opercule,film plastique,sous atmosphère protectrice",fresh-foods,b,2,2.5,0.0,21.0,3,0,45.8,1.33,1
Jambon de Paris réduit en sel de 25 %,"frais,barquette,plastique,opercule,sous atmosphère protectrice",fresh-foods,c,3,3.0,1.5,19.0,3,0,45.8,1.33,1
Dés de Fromage Herbes de Provence & Poivrons,"pot,bocal,verre",dairies,d,18,60.0,0.0,8.9,0,0,47.63,-2.67,0
"Carottes Râpées à l'Huile d'Olive, Les Classiques","frais,barquette,couvercle,plastique,fourchette,sous atmosphère protectrice",fresh-foods,a,-1,6.4,5.7,0.6,5,0,47.9,-2.12,1
"Taboulé aux 5 Légumes, Les Classiques","frais,barquette,plastique",fresh-foods,c,3,7.6,20.4,3.8,3,0,47.9,-2.12,1
Jambon de Paris 2 tranches ,"plastique,frais,atmosphère protectrice",meats,c,5,3.8,1.2,19.1,2,0,49.08,-0.65,1
Marmelade d'oranges allégée en sucres,"verre,métal,plastique",plant-based-foods-and-beverages,c,9,0.0,40.0,0.0,2,0,47.63,-2.67,1
Jus de Pomme,"sachet,plastique",beverages,e,14,0.0,12.0,0.1,1,0,47.63,-2.67,1
Jus de pomme ,"bouteille,plastique,bouteille",fruit-juices,c,4,0.0,11.0,0.5,0,0,47.63,-2.67,0
Matin douceur,"bouteille,plastique",fruit-juices,d,6,0.5,13.0,0.5,0,0,47.13,4.95,0
72% Cacao Noir,"papier aluminium,carton",sugary-snacks,d,18,46.0,33.0,8.0,1,0,48.77,-0.73,1
Sirop citron vert,"sachet,plastique",beverages,e,20,0.0,73.0,0.06,0,0,47.63,-2.67,0
Sirop Agrumes,"acier,bouteille",syrups,d,13,0.0,76.3,0.0,4,0,45.6,5.88,1
Saumon sauce à l'oseille et son riz à la carotte,"frais,boîte,carton,barquette,plastique,opercule,film plastique",fresh-foods,b,0,6.4,11.8,8.5,1,0,43.95,4.82,1
Filet de poulet et ses pommes de terre à la Sarladaise,"carton,sous vide,frais,plastique,barquette",meals,a,-2,5.4,14.5,9.0,2,0,44.4,0.72,1
"Escalope Milanaise, Spaghetti à la sauce tomate et à l'huile d'olive","frais,barquette,plastique,opercule,film plastique,etui,carton",fresh-foods,a,-3,4.7,12.4,7.3,1,0,46.97,-0.22,1
Coleslaw,"frais,barquette,plastique",fresh-foods,c,3,8.8,5.56,0.8,6,0,48.48,-2.68,1
Poêlée d'automne,"sachet,plastique,surgelé",frozen-foods,b,0,5.7,9.7,2.2,1,0,47.63,-2.67,1
Poêlée de légumes croquants,"sachet,plastique,surgelé",frozen-foods,a,-1,2.1,3.3,1.4,0,0,47.63,-2.67,0
Mini gratins de choux-fleurs à l'emmental,"film,plastique,etui,carton,surgelé",frozen-foods,b,0,3.6,8.1,2.6,1,0,47.77,-3.23,1
Jambon supérieure avec couenne 2 tranches Bio Carrefour,"plastique,frais,atmosphère protectrice",meats,d,12,10.0,1.0,20.0,2,0,49.08,-0.65,1
Carrefour Bio Jus de Pamplemousse,verre,fruit-juices,c,2,0.1,8.0,0.6,0,0,47.78,7.33,0
Lait croissance,"sachet,plastique",beverages,e,15,2.85,7.7,1.9,2,0,47.63,-2.67,1
Asperges blanches fines Carrefour,"bocal verre,couvercle métal",plant-based-foods-and-beverages,a,-2,0.2,2.0,1.0,1,0,43.65,-0.78,1
Légumes variés & duo de poissons,"assiette,plastique,carton",baby-foods,a,-4,2.2,5.2,2.6,0,0,49.37,3.1,0
Blanquette de Volaille avec morceaux,"carton,plastique",meats,a,-1,2.2,10.0,3.1,0,0,49.37,3.1,0
Petits Légumes et Pâtes avec morceaux,"carton,plastique",baby-foods,a,-2,2.0,8.8,2.2,0,0,45.92,2.48,0
Galettes - Kamut,plastique,plant-based-foods-and-beverages,a,-5,2.4,66.0,17.0,0,0,47.63,-2.67,0
Mini galettes de riz au chocolat au lait,"sachet,plastique",plant-based-foods-and-beverages,d,18,22.0,64.0,7.2,0,0,48.75,2.27,0
Galettes de maïs Chocolat noir,sachet plastique,plant-based-foods-and-beverages,d,15,23.0,56.5,6.6,0,0,48.75,2.27,0
Gâche tranchée Pur Beurre à la Crème Fraîche 450 g,"sachet plastique,clip souple métal plastique",breakfasts,d,16,11.9,49.9,7.6,3,0,47.03,4.83,1
Yogolo Drink (x 4 Fraise-Banane) - (x 4 Pêche-Abricot) ,"frais,bouteille,plastique 02 (hdpe),film plastique,opercule,etui,carton",fresh-foods,b,1,1.3,12.5,2.7,6,0,47.63,-2.67,1
Nectar de pomme biologique,"pack,carton",nectar-de-fruit,b,2,0.1,11.4,0.1,1,0,47.63,-2.67,1
Jus à base de concentré Ananas,"brique,carton,tetra pak",fruit-juices,c,5,0.1,11.6,0.3,0,0,47.63,-2.67,0
Pâte à tartiner plaisir noisette,"bocal,verre",spreads,e,21,29.0,58.0,6.0,1,1,47.63,-2.67,1
Noix de Cajou,"sachet,plastique,sous atmosphère protectrice",plant-based-foods-and-beverages,d,16,45.0,27.0,19.0,4,0,47.08,2.4,1
Terrine de campagne,"barquette,plastique,frais",terrine,d,15,22.0,3.9,15.0,2,0,45.85,1.25,1
Pizza pâte fine Régina,"frais,boîte,carton,film plastique,support carton,sachet,sous atmosphère protectrice",fresh-foods,b,1,8.2,25.0,11.0,6,0,50.27,2.9,1
Brioche tranchée pur beurre,plastique,sugary-snacks,d,14,11.0,53.0,7.5,4,0,47.15,-1.98,1
Pasta ABC,sachet plastique,plant-based-foods-and-beverages,a,-4,1.9,70.0,13.0,0,0,47.63,-2.67,0
Yaourt Soja Nature Carrefour,pot,dairies,a,-3,2.3,2.1,3.7,2,0,48.38,-1.6,1
Tomates PELÉES concassées en DÉS au JUS,"boîte,conserve,métal,couvercle ouverture facile,etui,carton,boîte",plant-based-foods-and-beverages,a,-5,0.0,3.8,1.2,1,0,47.63,-2.67,1
Spécialité au Citron,"bouteille,verre",fruit-juices,b,-6,0.0,1.5,0.5,0,0,43.28,3.13,0
Crispy chocolat au lait,carton,sugary-snacks,e,23,31.0,55.0,6.9,2,0,47.63,-2.67,1
Petits pains grillés au froment (family pack),"sachet,plastique",plant-based-foods-and-beverages,b,2,9.1,73.0,9.8,1,0,47.63,-2.67,1
Petits pains grillés,sachet,plant-based-foods-and-beverages,b,0,10.0,66.0,10.0,1,0,47.63,-2.67,1
Pain grillé au blé complet,"sachet,plastique,etui,carton",plant-based-foods-and-beverages,c,6,4.0,72.0,11.0,1,0,47.42,-0.52,1
Pain grillé très pauvre en sel,"carton,sachet,plastique",plant-based-foods-and-beverages,a,-5,2.5,76.0,11.0,2,0,47.42,-0.52,1
Les créations gourmandes Mouliné saveur Orientale Pois chiches & Pointe d'épices,"brique,carton",plant-based-foods-and-beverages,b,1,0.7,4.9,1.0,1,0,43.97,4.85,1
X´trem chocolat noisettes,"carton,sachet,plastique",plant-based-foods-and-beverages,d,12,13.5,69.0,7.0,4,0,47.63,-2.67,1
Xtrem Lait Cœur Fondant,"carton,sachet,plastique",plant-based-foods-and-beverages,d,12,12.0,73.0,8.6,3,0,47.63,-2.67,1
X'trem au chocolat saveur caramel,"sachet,plastique,etui,carton",plant-based-foods-and-beverages,d,12,12.0,73.0,8.6,3,0,47.63,-2.67,1
Céréales X'trem cœur fondant chocolat noir intense,"carton,sachet",plant-based-foods-and-beverages,d,11,13.0,73.0,6.3,3,0,47.63,-2.67,1
Chocolat noisettes X'Trem Coeur Fondant,"carton,sachet,plastique",plant-based-foods-and-beverages,d,12,16.2,67.2,7.4,5,1,47.63,-2.67,1
Assortiment chocolats,"boîte,plastique",sugary-snacks,e,23,30.0,56.0,6.2,2,1,47.63,-2.67,1
Assortiment de chocolats,"carton,plastique",sugary-snacks,e,23,30.0,56.0,6.2,2,1,47.63,-2.67,1
Mothais sur feuille du Poiton (25% MG),plastique,dairies,d,14,25.0,0.7,19.0,0,0,46.37,-0.1,0
Filets de maquereaux (Marinade saveur citron et olives),"boîte,conserve,alu recyclable,couvercle ouverture facile",canned-foods,c,5,21.2,0.9,11.5,2,0,48.0,-4.1,1
Olives vertes saveur pistou,conserve,green-olives,c,9,16.0,1.4,1.1,2,0,47.63,-2.67,1
"Cocktail, Mélange Olives et lupins","bocal,verre",olives,c,9,16.2,0.2,5.1,5,0,47.63,-2.67,1
Riz au poulet et aux champignons,"carton,barquette,plastique",meals,c,5,5.8,18.0,4.4,4,0,43.95,4.82,1
Dés de Jambon (- 25 % de Sel),"frais,barquette,plastique,opercule,film plastique,barquettes sécables,sous atmosphère protectrice,barquette",fresh-foods,c,3,3.5,0.6,19.0,5,0,47.52,-1.18,1
Poitrine fumé,"barquette,plastique,sous-vide",meats,d,18,22.0,0.0,18.0,4,0,47.63,-2.67,1
Cacahuètes Grillées Salées (Lot de 3),"sachet plastique,chapelet de 3 sachets",plant-based-foods-and-beverages,d,14,50.0,11.0,27.0,0,0,47.63,-2.67,0
Filets de maquereaux (muscadet & 5 aromates),"boîte,conserve,métal,couvercle ouverture facile",canned-foods,c,3,11.0,0.0,11.0,2,0,50.67,1.68,1
Filets de maquereaux cuisinés à l'escabèche,conserve,seafood,b,2,16.0,1.7,12.0,1,0,50.67,1.68,1
Filets de maquereaux (Sauce tomate basilic),"boîte,conserve,métal,couvercle ouverture facile",canned-foods,b,2,14.3,6.0,14.6,3,0,46.7,-1.94,1
Filets de maquereaux (Cuisinés à l'échalote),"boîte,conserve,métal,couvercle ouverture facile",canned-foods,c,3,13.8,5.5,11.7,2,0,46.7,-1.94,1
Filets de maquereaux à la moutarde à l'ancienne,"boîte,conserve,métal,couvercle ouverture facile",canned-foods,b,2,19.0,1.5,14.0,3,0,46.7,-1.94,1
Filet de maquereaux au naturel ,"conserve,métal",canned-foods,b,2,8.3,0.0,14.0,0,0,46.7,-1.94,0
Jambon supérieur sans couenne,"barquette,plastique",meats,c,5,3.0,0.8,20.0,1,0,47.63,-2.67,1
Corazones de alcachofa en cuartos,lata,plant-based-foods-and-beverages,a,-5,0.0,6.0,1.8,1,0,47.63,-2.67,1
Mouliné savoyard au reblochon fondu,brique,meals,b,1,1.8,5.0,1.6,2,0,48.53,-4.45,1
Terrine de campagne à la provençale,"barquette,film,plastique,sous atmosphère protectrice",meats,d,15,18.0,5.0,15.0,3,0,45.85,1.25,1
Yaourt brassé sur lit de chataignes,"pots,frais",dairies,c,3,2.5,20.0,3.7,2,0,46.13,6.13,1
Cheveux d'anges Bio ,sachet plastique,plant-based-foods-and-beverages,a,-5,2.4,71.0,11.5,0,0,47.63,-2.67,0
Fusilli Cuisson rapide Bio ,sachet plastique,plant-based-foods-and-beverages,a,-5,2.4,71.0,11.5,0,0,47.63,-2.67,0
Mini-Cakes aux Fruits,"boîte,carton,aluminium,sachet",sugary-snacks,d,11,15.0,55.0,4.0,8,0,47.58,-0.37,1
Cake au chocolat,carton,sugary-snacks,d,16,24.0,48.0,5.4,7,0,47.58,-0.37,1
Cookies Big Rocks chocolat (x 8),sachet plastique,sugary-snacks,e,23,25.0,62.0,5.3,5,1,47.77,2.37,1
"Biscuits Blé, épeautre, sésame","boîte,carton,sachet plastique,3 sachets de 5 biscuits",sugary-snacks,d,15,24.0,60.0,9.0,2,1,48.65,-0.72,1
Meringués noisettes,carton,sugary-snacks,e,23,33.0,51.0,10.0,4,1,47.63,-2.67,1
"Palets, recette sésame-lin et miel","plastique,carton",sugary-snacks,d,13,23.0,65.0,7.0,2,0,47.18,-2.15,1
Finesse au chocolat belge,carton,sugary-snacks,e,20,31.8,59.3,5.0,1,1,47.63,-2.67,1
"Lait et cereales vanille, des 6 mois","sachet,plastique",dairies,b,1,2.7,13.0,1.8,7,0,47.63,-2.67,1
Couscous au blé complet,carton,couscous-au-ble-complet,a,-6,2.0,70.0,12.5,0,0,45.57,5.93,0
Assortiment vapeur,"barquette,plastique,carton",meals,c,4,5.5,21.0,6.1,3,0,47.45,-2.32,1
Barres amande raisin,carton,sugary-snacks,c,9,13.2,62.8,7.0,4,0,47.63,-2.67,1
Mousse onctueuse Pur Canard,"barquette,plastique",meats,e,19,47.0,2.4,9.4,5,0,48.17,-2.75,1
Chocolats à la liqueur,"plastique,carton",sugary-snacks,e,21,18.0,54.0,2.4,3,0,47.63,-2.67,1
Bouchées au citron pur beurre,"sachet,plastique",sugary-snacks,e,20,23.0,48.0,7.5,2,0,46.22,2.2,1
Brioche tranchée pur beurre,"sachet,plastique",sugary-snacks,d,14,12.0,49.0,8.7,0,0,47.63,-2.67,0
Ravioli aux légumes,conserve,plant-based-foods-and-beverages,b,0,1.4,14.0,3.1,1,0,47.63,-2.67,1
Chili con Carne,"conserve,métal",chilis-con-carne,a,-5,3.3,12.0,6.9,1,0,44.57,2.08,1
Chili con Carne (Au Bœuf) 2 Pers.,"boîte,conserve,métal",canned-foods,a,-5,3.3,12.0,6.9,1,0,44.57,2.08,1
Les Poissons Parmentier de Morue à la Crème Fraîche et au Beurre,"barquette,carton,plastique",meals,b,2,3.2,7.7,4.0,1,0,46.7,-1.94,1
Gratin dauphinois à la crème fraîche,"sachet,plastique",meals,b,2,2.0,9.9,1.5,2,0,47.63,-2.67,1
taboulé à l'huile d'olive ,"sachet,plastique",tabbouleh,b,0,3.3,19.8,3.63,1,0,47.63,-2.67,1
X'trem au chocolat,"carton,sachet,plastique",plant-based-foods-and-beverages,d,11,13.0,73.0,6.3,3,0,47.63,-2.67,1
Jus de Fraise,"verre,bouteille",beverages,e,17,0.0,14.0,0.0,1,0,48.93,7.08,1
Pasta Gansettes,sachet plastique,plant-based-foods-and-beverages,a,-4,1.5,74.0,12.0,0,0,47.63,-2.67,0
Tartelette au Caramel beurre salé ,"frais,pot,opercule,aluminium,etui,carton,démoulable",fresh-foods,d,18,19.0,46.3,5.9,2,0,44.92,-0.63,1
Sauce Kebab,"squeezer,plastique",groceries,d,12,26.0,9.9,1.3,6,0,47.63,-2.67,1
Filets de poulet,"barquette,plastique",meats,c,3,0.9,0.7,22.0,3,0,48.35,-3.85,1
"Filet de Poulet, Fumé (4 tranches épaisses)","frais,barquette,plastique,opercule,film plastique,sous atmosphère protectrice",fresh-foods,c,3,1.8,0.5,22.8,3,0,48.35,-3.85,1
Pommes de terre de Noirmoutier,"bocal,verre",plant-based-foods-and-beverages,a,-5,0.0,13.0,1.2,0,0,47.63,-2.67,0
Haricots verts Extra-fins (Lot de 3 boîtes) ,"boîte,conserve,métal,film plastique,boîte",plant-based-foods-and-beverages,a,-5,0.2,3.0,1.6,0,0,47.63,-2.67,0
Haricots verts Extra-fins,conserve,plant-based-foods-and-beverages,a,-5,0.2,3.0,1.6,0,0,47.63,-2.67,0
Haricots beurre 3 * 110 g,conserve,haricots-beurre,b,0,0.0,2.8,1.6,0,0,47.63,-2.67,0
Sauce bolognaise épicée,"bocal,verre,couvercle,métal",groceries,c,3,4.8,7.9,4.4,2,0,47.63,-2.67,1
"Cantal Entre-Deux, au lait cru","frais,emballage plastique,etiquettes papier",cantal-entre-deux,e,22,30.0,1.7,24.0,0,0,45.6,3.0,0
Raclette tranches épaisses (26 % MG),"barquette,plastique,frais",dairies,d,17,26.0,0.5,23.0,2,0,45.3,3.4,1
Raclette frottée au vin blanc (28% MG),"barquette,plastique,frais",dairies,d,16,28.0,0.0,23.0,1,0,48.22,-3.4,1
Raclette (26% MG),"film,plastique,barquette,frais",dairies,d,17,26.0,0.0,23.0,2,0,45.3,3.4,1
Céréales Cocktail chocolat ,"boite,carton,plastique",plant-based-foods-and-beverages,d,11,7.6,73.0,7.5,3,0,47.63,-2.67,1
Pétales de blé complet et riz,"carton,sachet,plastique",plant-based-foods-and-beverages,c,6,1.5,78.0,8.4,0,0,47.63,-2.67,0
Purée de fruits Pomme sans sucres ajoutés,"plastique,carton",plant-based-foods-and-beverages,a,-5,0.6,11.0,0.0,1,0,47.63,-2.67,1
Pate à tartiner Gjr  220g,"sachet,plastique",spreads,e,21,29.0,58.0,6.0,0,0,47.63,-2.67,0
Pomme pruneau,"coupelles,pack,carton,plastique",plant-based-foods-and-beverages,a,-5,0.0,14.0,0.0,1,0,44.77,4.92,1
Le cube traiteur,"carton,plastique",sandwiches,d,11,14.4,21.8,8.7,5,0,47.37,-1.87,1
Trine (Trafilata Al Bronzo) ,"sachet plastique,carton",plant-based-foods-and-beverages,a,-5,1.3,77.7,13.0,0,0,47.63,-2.67,0
Galletti (Trafilata Al Bronzo),"sachet plastique,carton",plant-based-foods-and-beverages,a,-5,1.3,77.7,13.0,0,0,47.63,-2.67,0
Coquillettes au jambon et à l'emmental,"barquette,opercule,plastique,etui,carton",meals,b,2,9.1,16.0,6.2,2,0,43.95,4.82,1
Fromage blanc aromatisé 0% Carrefour,"plastique,pot individuel,carton,pot,plastique",dairies,a,-4,0.0,3.9,7.6,6,0,48.17,2.97,1
Crackers (Saveur tomate épicée),sachet plastique,salty-snacks,d,12,8.5,70.0,6.5,3,0,49.37,3.1,1
"Lait de suite liquide, de 10 mois à 3 ans","sachet,plastique",dairies,b,1,2.85,7.7,1.9,1,0,47.63,-2.67,1
Hachis parmentier à l'emmental râpé,"carton,barquette,plastique,frais",fresh-foods,b,2,6.6,11.0,6.4,1,0,51.05,2.37,1
Lunettes à la fraise Bio Carrefour,"carton,sachet plastique",sugary-snacks,d,17,15.0,69.7,5.9,4,1,47.63,-2.67,1
Le petit beurre tablette Chocolat lait ,"boîte,carton,sachet plastique,sachets individuels",sugary-snacks,e,24,22.0,69.0,6.8,5,0,44.8,-0.62,1
Le petit beurre tablette Chocolat noir,"boîte,carton,sachet plastique",sugary-snacks,e,21,23.0,67.0,6.9,5,0,44.8,-0.62,1
Sablé au caramel et chocolat au lait,carton,sugary-snacks,e,32,29.2,59.4,4.7,4,1,47.63,-2.67,1
Génoises poire,"carton,plastique",sugary-snacks,d,17,10.0,69.0,3.0,7,1,47.63,-2.67,1
Sucralose,"pot,plastique",sweeteners,c,5,0.0,94.0,0.0,1,0,47.63,-2.67,1
Poivre Noir Moulu,"flacon,verre,bouchon,plastique,opercule",groceries,d,18,69.0,9.0,0.5,0,0,44.05,5.05,0
"Compote de pommes, Allégée en sucres","bocal,verre,couvercle,métal,conserve",plant-based-foods-and-beverages,a,-4,0.2,16.0,0.3,1,0,44.03,5.0,1
Crackers Fromages Tomate Bio Carrefour,sachet plastique,salty-snacks,d,11,10.3,53.4,15.7,0,0,47.63,-2.67,0
Crème Dessert Saveur Vanille,carton,dairies,c,3,3.3,13.0,2.4,1,0,47.37,-1.02,1
Brassé Fraise,"pot,plastique,carton",baby-foods,c,3,2.8,13.0,2.4,2,0,47.37,-1.02,1
"Pomme de Terre, Carotte et Poulet","verre,carton,bocal",meals,a,-2,2.6,7.2,2.7,0,0,45.92,2.48,0
Pulpe d'ail,"bocal,verre",groceries,b,1,24.0,0.0,5.0,2,0,47.63,-2.67,1
Lait 1er age 0-6 mois,"sachet,plastique",dairies,b,2,3.3,7.9,1.5,0,0,47.63,-2.67,0
Boudin de Lyon à la crème à l'ancienne,"barquette,plastique,frais",fresh-foods,d,13,16.0,2.3,11.0,0,0,45.77,5.2,0
Boudin noir aux pommes à l'ancienne,"barquette,plastique,frais",meats,d,15,16.0,5.1,12.0,0,0,45.77,5.2,0
Boudin Noir aux Oignons,"barquette,plastique,sous atmosphère protectrice",fresh-foods,d,12,16.0,1.9,12.0,0,0,45.77,5.2,0
Boudin Noir aux oignons à l'ancienne,"barquette,plastique,frais",fresh-foods,d,12,16.0,1.9,12.0,0,0,45.77,5.2,0
Biscuits petit déjeuner,carton,sugary-snacks,e,24,19.8,67.4,7.3,1,0,47.63,-2.67,1
Les Tartines fruits rouges,"carton,sachet",sugary-snacks,d,17,10.0,68.0,3.9,9,0,48.75,2.27,1
Galettes à l'avoine Carrefour,carton,sugary-snacks,e,22,20.3,66.9,5.4,5,1,47.63,-2.67,1
Chocolat Lait Xplosion,"carton,barquette,plastique",sugary-snacks,e,24,22.0,69.0,5.7,4,1,47.63,-2.67,1
Sablés choco lait-coco Carrefour,"carton,plastique,sachets",sugary-snacks,e,19,26.4,60.0,6.9,4,1,44.02,1.35,1
Chocolat Lait Praliné,"tablette,plastique,aluminium",sugary-snacks,e,23,40.0,47.0,6.7,1,0,47.63,-2.67,1
Menestra especial congelada,"bolsa de plástico,ultracongelado",plant-based-foods-and-beverages,a,-6,0.4,8.4,2.6,0,0,47.63,-2.67,0
Mezcla de vegetales para paella congelada &quot;Carrefour&quot;,"bolsa de plástico, ultracongelado",plant-based-foods-and-beverages,a,-6,0.5,7.2,2.1,0,0,47.63,-2.67,0
Penne et Poulet à l'Indienne,"frais,plastique,barquette",fresh-foods,b,2,9.3,14.0,5.4,4,0,47.9,-2.12,1
Fusilli Tomates et Mozzarella,"frais,plastique",meals,b,0,8.5,17.0,4.3,2,0,47.9,-2.12,1
Amandes décortiquées,plastique,plant-based-foods-and-beverages,a,-5,53.0,3.7,25.0,0,0,47.63,-2.67,0
Noix de coco rapee,"sachet,plastique",plant-based-foods-and-beverages,c,5,69.0,7.2,7.5,0,0,47.63,-2.67,0
Amandes émondées,"sachet,plastique",plant-based-foods-and-beverages,c,6,53.0,6.0,24.0,0,0,48.75,2.3,0
Pavé précuit au four à pierre,"plastique,blister",plant-based-foods-and-beverages,a,-2,3.5,51.0,7.3,0,0,50.3,3.92,0
Piña Colada Sans alcool,"bouteille,bouchon,plastique",beverages,e,19,2.0,14.0,0.0,4,0,47.63,-2.67,1
Mojito sans alcool,"bouteille,plastique",beverages,e,17,0.0,13.0,0.0,3,0,47.87,2.12,1
"Planteur Sans alcool, Préparation pour cocktail","bouteille,bouchon,plastique",beverages,e,15,0.0,12.0,0.0,2,0,47.63,-2.67,1
Pommes Châtaignes,"pot plastique,carton,frais",plant-based-foods-and-beverages,a,-3,0.6,24.1,0.5,1,0,44.77,4.92,1
Chocolat noir à la menthe Carrefour. 64% cacao,"carton,aluminium",sugary-snacks,e,20,40.0,40.0,7.1,1,0,48.77,-0.73,1
Poulet Crudités,"boîte,plastique,frais",meals,a,-1,5.0,14.0,4.7,6,0,47.9,-2.12,1
Knacks Pur Porc,"plastique,sous vide,frais,sous atmosphère protectrice",fresh-foods,e,19,25.0,2.0,12.0,4,0,47.63,-2.67,1
6 bâtonnets mayonnaise allégée,"carton,plastique,frais",seafood,c,5,11.0,12.0,6.7,10,0,47.63,-2.67,1
Chèvre Tomate & Légumes Grillés Pain Polaire,"barquette,plastique",sandwiches,b,1,7.3,30.0,7.0,9,0,48.57,-3.1,1
Poulet Rôti sauce Caesar,carton,sandwiches,b,1,6.1,24.0,12.0,8,0,48.57,-3.1,1
Jambon Beurre & Comté AOP,"barquette,carton,plastique",sandwiches,d,13,12.0,21.0,12.0,3,0,48.57,-3.1,1
Duo de Saumon & Courgettes Grillées,"frais,plastique,atmosphère protectrice",sandwiches,b,0,7.2,28.0,9.6,8,0,47.63,-2.67,1
Poulet Curry Pain Polaire,"barquette,carton",sandwiches,a,-2,4.5,28.0,10.0,10,0,48.57,-3.1,1
Carrés Gourmands Chocolat Noir Noisettes Entières ,"carton,aluminium",sugary-snacks,e,20,39.0,42.0,7.2,1,0,47.63,-2.67,1
